Cenario 0 S(t),Cenario 0 I(t),Cenario 0 R(t),Cenario 0 D(t),Cenario 1 S(t),Cenario 1 I(t),Cenario 1 R(t),Cenario 1 D(t),Cenario 2 S(t),Cenario 2 I(t),Cenario 2 R(t),Cenario 2 D(t),tempo(t)
066.8454089690,004.6306709527,000.5239200783,000.0104784016,066.8454089690,004.6306709527,000.5239200783,000.0104784016,066.8454089690,004.6306709527,000.5239200783,000.0104784016,014.7000
066.8144550596,004.6563627360,000.5291822044,000.0105836441,066.8144550596,004.6563627360,000.5291822044,000.0105836441,066.8144550596,004.6563627360,000.5291822044,000.0105836441,014.8000
066.7833438258,004.6821826486,000.5344735257,000.0106894705,066.7833438258,004.6821826486,000.5344735257,000.0106894705,066.7833438258,004.6821826486,000.5344735257,000.0106894705,014.9000
066.7520746444,004.7081311678,000.5397941878,000.0107958838,066.7520746444,004.7081311678,000.5397941878,000.0107958838,066.7520746444,004.7081311678,000.5397941878,000.0107958838,015.0000
066.7206468921,004.7342087711,000.5451443368,000.0109028867,066.7206468921,004.7342087711,000.5451443368,000.0109028867,066.7206468921,004.7342087711,000.5451443368,000.0109028867,015.1000
066.6890599449,004.7604159356,000.5505241195,000.0110104824,066.6890599449,004.7604159356,000.5505241195,000.0110104824,066.6890599449,004.7604159356,000.5505241195,000.0110104824,015.2000
066.6573131785,004.7867531384,000.5559336831,000.0111186737,066.6573131785,004.7867531384,000.5559336831,000.0111186737,066.6573131785,004.7867531384,000.5559336831,000.0111186737,015.3000
066.6254059682,004.8132208565,000.5613731753,000.0112274635,066.6254059682,004.8132208565,000.5613731753,000.0112274635,066.6254059682,004.8132208565,000.5613731753,000.0112274635,015.4000
066.5933376889,004.8398195667,000.5668427445,000.0113368549,066.5933376889,004.8398195667,000.5668427445,000.0113368549,066.5933376889,004.8398195667,000.5668427445,000.0113368549,015.5000
066.5611077150,004.8665497456,000.5723425394,000.0114468508,066.5611077150,004.8665497456,000.5723425394,000.0114468508,066.5611077150,004.8665497456,000.5723425394,000.0114468508,015.6000
066.5287154208,004.8934118696,000.5778727096,000.0115574542,066.5287154208,004.8934118696,000.5778727096,000.0115574542,066.5287154208,004.8934118696,000.5778727096,000.0115574542,015.7000
066.4961601802,004.9204064149,000.5834334049,000.0116686681,066.4961601802,004.9204064149,000.5834334049,000.0116686681,066.4961601802,004.9204064149,000.5834334049,000.0116686681,015.8000
066.4634413669,004.9475338573,000.5890247758,000.0117804955,066.4634413669,004.9475338573,000.5890247758,000.0117804955,066.4634413669,004.9475338573,000.5890247758,000.0117804955,015.9000
066.4305583543,004.9747946723,000.5946469734,000.0118929395,066.4305583543,004.9747946723,000.5946469734,000.0118929395,066.4305583543,004.9747946723,000.5946469734,000.0118929395,016.0000
066.3975105155,005.0021893354,000.6003001491,000.0120060030,066.3975105155,005.0021893354,000.6003001491,000.0120060030,066.3975105155,005.0021893354,000.6003001491,000.0120060030,016.1000
066.3642972236,005.0297183212,000.6059844552,000.0121196891,066.3642972236,005.0297183212,000.6059844552,000.0121196891,066.3642972236,005.0297183212,000.6059844552,000.0121196891,016.2000
066.3309178514,005.0573821043,000.6117000442,000.0122340009,066.3309178514,005.0573821043,000.6117000442,000.0122340009,066.3309178514,005.0573821043,000.6117000442,000.0122340009,016.3000
066.2973717718,005.0851811589,000.6174470693,000.0123489414,066.2973717718,005.0851811589,000.6174470693,000.0123489414,066.2973717718,005.0851811589,000.6174470693,000.0123489414,016.4000
066.2636583572,005.1131159586,000.6232256843,000.0124645137,066.2636583572,005.1131159586,000.6232256843,000.0124645137,066.2636583572,005.1131159586,000.6232256843,000.0124645137,016.5000
066.2297769803,005.1411869764,000.6290360433,000.0125807209,066.2297769803,005.1411869764,000.6290360433,000.0125807209,066.2297769803,005.1411869764,000.6290360433,000.0125807209,016.6000
066.1957270136,005.1693946852,000.6348783013,000.0126975660,066.1957270136,005.1693946852,000.6348783013,000.0126975660,066.1957270136,005.1693946852,000.6348783013,000.0126975660,016.7000
066.1615078296,005.1977395570,000.6407526134,000.0128150523,066.1615078296,005.1977395570,000.6407526134,000.0128150523,066.1615078296,005.1977395570,000.6407526134,000.0128150523,016.8000
066.1271188010,005.2262220634,000.6466591356,000.0129331827,066.1271188010,005.2262220634,000.6466591356,000.0129331827,066.1271188010,005.2262220634,000.6466591356,000.0129331827,016.9000
066.0925593003,005.2548426754,000.6525980243,000.0130519605,066.0925593003,005.2548426754,000.6525980243,000.0130519605,066.0925593003,005.2548426754,000.6525980243,000.0130519605,017.0000
066.0578287002,005.2836018634,000.6585694365,000.0131713887,066.0578287002,005.2836018634,000.6585694365,000.0131713887,066.0578287002,005.2836018634,000.6585694365,000.0131713887,017.1000
066.0229263735,005.3125000970,000.6645735295,000.0132914706,066.0229263735,005.3125000970,000.6645735295,000.0132914706,066.0229263735,005.3125000970,000.6645735295,000.0132914706,017.2000
065.9878516932,005.3415378454,000.6706104614,000.0134122092,065.9878516932,005.3415378454,000.6706104614,000.0134122092,065.9878516932,005.3415378454,000.6706104614,000.0134122092,017.3000
065.9526040325,005.3707155767,000.6766803908,000.0135336078,065.9526040325,005.3707155767,000.6766803908,000.0135336078,065.9526040325,005.3707155767,000.6766803908,000.0135336078,017.4000
065.9171827647,005.4000337586,000.6827834767,000.0136556695,065.9171827647,005.4000337586,000.6827834767,000.0136556695,065.9171827647,005.4000337586,000.6827834767,000.0136556695,017.5000
065.8815872635,005.4294928578,000.6889198787,000.0137783976,065.8815872635,005.4294928578,000.6889198787,000.0137783976,065.8815872635,005.4294928578,000.6889198787,000.0137783976,017.6000
065.8458169027,005.4590933404,000.6950897569,000.0139017951,065.8458169027,005.4590933404,000.6950897569,000.0139017951,065.8458169027,005.4590933404,000.6950897569,000.0139017951,017.7000
065.8098710567,005.4888356712,000.7012932721,000.0140258654,065.8098710567,005.4888356712,000.7012932721,000.0140258654,065.8098710567,005.4888356712,000.7012932721,000.0140258654,017.8000
065.7737490999,005.5187203148,000.7075305853,000.0141506117,065.7737490999,005.5187203148,000.7075305853,000.0141506117,065.7737490999,005.5187203148,000.7075305853,000.0141506117,017.9000
065.7374504074,005.5487477342,000.7138018584,000.0142760372,065.7374504074,005.5487477342,000.7138018584,000.0142760372,065.7374504074,005.5487477342,000.7138018584,000.0142760372,018.0000
065.7009743545,005.5789183920,000.7201072536,000.0144021451,065.7009743545,005.5789183920,000.7201072536,000.0144021451,065.7009743545,005.5789183920,000.7201072536,000.0144021451,018.1000
065.6643203171,005.6092327494,000.7264469336,000.0145289387,065.6643203171,005.6092327494,000.7264469336,000.0145289387,065.6643203171,005.6092327494,000.7264469336,000.0145289387,018.2000
065.6274876715,005.6396912669,000.7328210617,000.0146564212,065.6274876715,005.6396912669,000.7328210617,000.0146564212,065.6274876715,005.6396912669,000.7328210617,000.0146564212,018.3000
065.5904757945,005.6702944037,000.7392298018,000.0147845960,065.5904757945,005.6702944037,000.7392298018,000.0147845960,065.5904757945,005.6702944037,000.7392298018,000.0147845960,018.4000
065.5532840638,005.7010426181,000.7456733181,000.0149134664,065.5532840638,005.7010426181,000.7456733181,000.0149134664,065.5532840638,005.7010426181,000.7456733181,000.0149134664,018.5000
065.5159118571,005.7319363672,000.7521517757,000.0150430355,065.5159118571,005.7319363672,000.7521517757,000.0150430355,065.5159118571,005.7319363672,000.7521517757,000.0150430355,018.6000
065.4783585534,005.7629761069,000.7586653397,000.0151733068,065.4783585534,005.7629761069,000.7586653397,000.0151733068,065.4783585534,005.7629761069,000.7586653397,000.0151733068,018.7000
065.4406235318,005.7941622920,000.7652141762,000.0153042835,065.4406235318,005.7941622920,000.7652141762,000.0153042835,065.4406235318,005.7941622920,000.7652141762,000.0153042835,018.8000
065.4027061724,005.8254953760,000.7717984515,000.0154359690,065.4027061724,005.8254953760,000.7717984515,000.0154359690,065.4027061724,005.8254953760,000.7717984515,000.0154359690,018.9000
065.3646058562,005.8569758112,000.7784183326,000.0155683667,065.3646058562,005.8569758112,000.7784183326,000.0155683667,065.3646058562,005.8569758112,000.7784183326,000.0155683667,019.0000
065.3263219647,005.8886040484,000.7850739870,000.0157014797,065.3263219647,005.8886040484,000.7850739870,000.0157014797,065.3263219647,005.8886040484,000.7850739870,000.0157014797,019.1000
065.2878538803,005.9203805373,000.7917655825,000.0158353116,065.2878538803,005.9203805373,000.7917655825,000.0158353116,065.2878538803,005.9203805373,000.7917655825,000.0158353116,019.2000
065.2492009863,005.9523057260,000.7984932876,000.0159698658,065.2492009863,005.9523057260,000.7984932876,000.0159698658,065.2492009863,005.9523057260,000.7984932876,000.0159698658,019.3000
065.2103626671,005.9843800615,000.8052572714,000.0161051454,065.2103626671,005.9843800615,000.8052572714,000.0161051454,065.2103626671,005.9843800615,000.8052572714,000.0161051454,019.4000
065.1713383076,006.0166039891,000.8120577033,000.0162411541,065.1713383076,006.0166039891,000.8120577033,000.0162411541,065.1713383076,006.0166039891,000.8120577033,000.0162411541,019.5000
065.1321272942,006.0489779525,000.8188947533,000.0163778951,065.1321272942,006.0489779525,000.8188947533,000.0163778951,065.1321272942,006.0489779525,000.8188947533,000.0163778951,019.6000
065.0927290140,006.0815023941,000.8257685919,000.0165153718,065.0927290140,006.0815023941,000.8257685919,000.0165153718,065.0927290140,006.0815023941,000.8257685919,000.0165153718,019.7000
065.0531428553,006.1141777546,000.8326793900,000.0166535878,065.0531428553,006.1141777546,000.8326793900,000.0166535878,065.0531428553,006.1141777546,000.8326793900,000.0166535878,019.8000
065.0133682074,006.1470044733,000.8396273193,000.0167925464,065.0133682074,006.1470044733,000.8396273193,000.0167925464,065.0133682074,006.1470044733,000.8396273193,000.0167925464,019.9000
064.9734044609,006.1799829874,000.8466125517,000.0169322510,064.9734044609,006.1799829874,000.8466125517,000.0169322510,064.9734044609,006.1799829874,000.8466125517,000.0169322510,020.0000
064.9332510075,006.2131137329,000.8536352596,000.0170727052,064.9332510075,006.2131137329,000.8536352596,000.0170727052,064.9332510075,006.2131137329,000.8536352596,000.0170727052,020.1000
064.8929072401,006.2463971438,000.8606956161,000.0172139123,064.8929072401,006.2463971438,000.8606956161,000.0172139123,064.8929072401,006.2463971438,000.8606956161,000.0172139123,020.2000
064.8523725531,006.2798336522,000.8677937947,000.0173558759,064.8523725531,006.2798336522,000.8677937947,000.0173558759,064.8523725531,006.2798336522,000.8677937947,000.0173558759,020.3000
064.8116463419,006.3134236888,000.8749299693,000.0174985994,064.8116463419,006.3134236888,000.8749299693,000.0174985994,064.8116463419,006.3134236888,000.8749299693,000.0174985994,020.4000
064.7707280036,006.3471676820,000.8821043144,000.0176420863,064.7707280036,006.3471676820,000.8821043144,000.0176420863,064.7707280036,006.3471676820,000.8821043144,000.0176420863,020.5000
064.7296169364,006.3810660586,000.8893170049,000.0177863401,064.7296169364,006.3810660586,000.8893170049,000.0177863401,064.7296169364,006.3810660586,000.8893170049,000.0177863401,020.6000
064.6883125403,006.4151192434,000.8965682164,000.0179313643,064.6883125403,006.4151192434,000.8965682164,000.0179313643,064.6883125403,006.4151192434,000.8965682164,000.0179313643,020.7000
064.6468142164,006.4493276590,000.9038581246,000.0180771625,064.6468142164,006.4493276590,000.9038581246,000.0180771625,064.6468142164,006.4493276590,000.9038581246,000.0180771625,020.8000
064.6051213677,006.4836917262,000.9111869060,000.0182237381,064.6051213677,006.4836917262,000.9111869060,000.0182237381,064.6051213677,006.4836917262,000.9111869060,000.0182237381,020.9000
064.5632333986,006.5182118638,000.9185547375,000.0183710948,064.5632333986,006.5182118638,000.9185547375,000.0183710948,064.5632333986,006.5182118638,000.9185547375,000.0183710948,021.0000
064.5211497152,006.5528884883,000.9259617965,000.0185192359,064.5211497152,006.5528884883,000.9259617965,000.0185192359,064.5211497152,006.5528884883,000.9259617965,000.0185192359,021.1000
064.4788697253,006.5877220140,000.9334082607,000.0186681652,064.4788697253,006.5877220140,000.9334082607,000.0186681652,064.4788697253,006.5877220140,000.9334082607,000.0186681652,021.2000
064.4363928384,006.6227128532,000.9408943084,000.0188178862,064.4363928384,006.6227128532,000.9408943084,000.0188178862,064.4363928384,006.6227128532,000.9408943084,000.0188178862,021.3000
064.3937184657,006.6578614159,000.9484201185,000.0189684024,064.3937184657,006.6578614159,000.9484201185,000.0189684024,064.3937184657,006.6578614159,000.9484201185,000.0189684024,021.4000
064.3508460203,006.6931681096,000.9559858701,000.0191197174,064.3508460203,006.6931681096,000.9559858701,000.0191197174,064.3508460203,006.6931681096,000.9559858701,000.0191197174,021.5000
064.3077749173,006.7286333398,000.9635917429,000.0192718349,064.3077749173,006.7286333398,000.9635917429,000.0192718349,064.3077749173,006.7286333398,000.9635917429,000.0192718349,021.6000
064.2645045734,006.7642575094,000.9712379172,000.0194247583,064.2645045734,006.7642575094,000.9712379172,000.0194247583,064.2645045734,006.7642575094,000.9712379172,000.0194247583,021.7000
064.2210344077,006.8000410189,000.9789245734,000.0195784915,064.2210344077,006.8000410189,000.9789245734,000.0195784915,064.2210344077,006.8000410189,000.9789245734,000.0195784915,021.8000
064.1773638408,006.8359842664,000.9866518928,000.0197330379,064.1773638408,006.8359842664,000.9866518928,000.0197330379,064.1773638408,006.8359842664,000.9866518928,000.0197330379,021.9000
064.1334922959,006.8720876474,000.9944200567,000.0198884011,064.1334922959,006.8720876474,000.9944200567,000.0198884011,064.1334922959,006.8720876474,000.9944200567,000.0198884011,022.0000
064.0894191979,006.9083515549,001.0022292472,000.0200445849,064.0894191979,006.9083515549,001.0022292472,000.0200445849,064.0894191979,006.9083515549,001.0022292472,000.0200445849,022.1000
064.0451439740,006.9447763793,001.0100796467,000.0202015929,064.0451439740,006.9447763793,001.0100796467,000.0202015929,064.0451439740,006.9447763793,001.0100796467,000.0202015929,022.2000
064.0006660537,006.9813625083,001.0179714381,000.0203594288,064.0006660537,006.9813625083,001.0179714381,000.0203594288,064.0006660537,006.9813625083,001.0179714381,000.0203594288,022.3000
063.9559848686,007.0181103268,001.0259048046,000.0205180961,063.9559848686,007.0181103268,001.0259048046,000.0205180961,063.9559848686,007.0181103268,001.0259048046,000.0205180961,022.4000
063.9110998528,007.0550202172,001.0338799299,000.0206775986,063.9110998528,007.0550202172,001.0338799299,000.0206775986,063.9110998528,007.0550202172,001.0338799299,000.0206775986,022.5000
063.8660104427,007.0920925590,001.0418969984,000.0208379400,063.8660104427,007.0920925590,001.0418969984,000.0208379400,063.8660104427,007.0920925590,001.0418969984,000.0208379400,022.6000
063.8207160769,007.1293277286,001.0499561944,000.0209991239,063.8207160769,007.1293277286,001.0499561944,000.0209991239,063.8207160769,007.1293277286,001.0499561944,000.0209991239,022.7000
063.7752161969,007.1667260999,001.0580577032,000.0211611541,063.7752161969,007.1667260999,001.0580577032,000.0211611541,063.7752161969,007.1667260999,001.0580577032,000.0211611541,022.8000
063.7295102462,007.2042880436,001.0662017102,000.0213240342,063.7295102462,007.2042880436,001.0662017102,000.0213240342,063.7295102462,007.2042880436,001.0662017102,000.0213240342,022.9000
063.6835976714,007.2420139275,001.0743884011,000.0214877680,063.6835976714,007.2420139275,001.0743884011,000.0214877680,063.6835976714,007.2420139275,001.0743884011,000.0214877680,023.0000
063.6374779212,007.2799041164,001.0826179624,000.0216523592,063.6374779212,007.2799041164,001.0826179624,000.0216523592,063.6374779212,007.2799041164,001.0826179624,000.0216523592,023.1000
063.5911504475,007.3179589718,001.0908905807,000.0218178116,063.5911504475,007.3179589718,001.0908905807,000.0218178116,063.5911504475,007.3179589718,001.0908905807,000.0218178116,023.2000
063.5446147045,007.3561788523,001.0992064432,000.0219841289,063.5446147045,007.3561788523,001.0992064432,000.0219841289,063.5446147045,007.3561788523,001.0992064432,000.0219841289,023.3000
063.4978701494,007.3945641133,001.1075657373,000.0221513147,063.4978701494,007.3945641133,001.1075657373,000.0221513147,063.4978701494,007.3945641133,001.1075657373,000.0221513147,023.4000
063.4509162422,007.4331151067,001.1159686511,000.0223193730,063.4509162422,007.4331151067,001.1159686511,000.0223193730,063.4509162422,007.4331151067,001.1159686511,000.0223193730,023.5000
063.4037524458,007.4718321814,001.1244153728,000.0224883075,063.4037524458,007.4718321814,001.1244153728,000.0224883075,063.4037524458,007.4718321814,001.1244153728,000.0224883075,023.6000
063.3563782260,007.5107156828,001.1329060912,000.0226581218,063.3563782260,007.5107156828,001.1329060912,000.0226581218,063.3563782260,007.5107156828,001.1329060912,000.0226581218,023.7000
